order_id,order_date,expected_delivery_date,actual_delivery_date,distance_km,traffic_level,weather,warehouse_delay,vehicle_type,delivery_delay_days,delayed,order_month,root_cause,delay_risk_score,ml_explanation
1041,2023-11-16,2023-11-18,2023-11-19,81.45,Medium,Clear,Yes,Van,1,1,11,Warehouse Processing Delay,0.8870309628496508,Warehouse processing delay
1042,2023-05-11,2023-05-16,2023-05-18,464.92,Medium,Clear,Yes,Truck,2,1,5,Warehouse Processing Delay,0.8314982123639983,"Warehouse processing delay, Long delivery distance"
1043,2023-11-03,2023-11-08,2023-11-10,404.25,Low,Storm,No,Truck,2,1,11,Weather Disruption,0.8687520258589645,"Adverse weather conditions, Long delivery distance"
1044,2023-05-15,2023-05-16,2023-05-17,317.07,Medium,Rain,No,Van,1,1,5,Weather Disruption,0.7807321373737743,"Adverse weather conditions, Long delivery distance"
1045,2023-01-21,2023-01-26,2023-01-26,435.86,Low,Rain,No,Van,0,0,1,On-Time,0.730918453336935,"Adverse weather conditions, Long delivery distance"
1046,2023-11-25,2023-11-26,2023-11-26,402.03,Low,Clear,No,Truck,0,0,11,On-Time,0.3178570113484426,Long delivery distance
1047,2023-06-16,2023-06-20,2023-06-20,94.1,Medium,Clear,No,Truck,0,0,6,On-Time,0.4074807212347018,No strong risk factors detected
1048,2023-10-01,2023-10-03,2023-10-03,446.39,Medium,Clear,No,Truck,0,0,10,On-Time,0.35542252813818215,Long delivery distance
1049,2023-03-30,2023-04-01,2023-04-02,270.13,High,Clear,No,Van,1,1,3,Traffic Congestion,0.8506182820036025,High traffic conditions
1050,2023-11-12,2023-11-13,2023-11-13,403.91,Medium,Clear,No,Truck,0,0,11,On-Time,0.36154808878038297,Long delivery distance
1051,2023-01-14,2023-01-16,2023-01-17,448.15,Medium,Rain,No,Truck,1,1,1,Weather Disruption,0.7238643715469797,"Adverse weather conditions, Long delivery distance"
1052,2023-08-30,2023-09-04,2023-09-05,159.68,Low,Rain,No,Truck,1,1,8,Weather Disruption,0.7207987848108242,Adverse weather conditions
1053,2023-09-22,2023-09-25,2023-09-25,55.92,Low,Clear,No,Truck,0,0,9,On-Time,0.3666501554583993,No strong risk factors detected
1054,2023-12-12,2023-12-13,2023-12-16,114.74,Low,Storm,No,Truck,3,1,12,Weather Disruption,0.8881023096948599,Adverse weather conditions
1055,2023-02-22,2023-02-24,2023-02-25,214.13,Low,Rain,No,Truck,1,1,2,Weather Disruption,0.7138762619765187,Adverse weather conditions
1056,2023-12-06,2023-12-07,2023-12-08,409.19,High,Clear,No,Truck,1,1,12,Traffic Congestion,0.8066251795525816,"High traffic conditions, Long delivery distance"
1057,2023-04-02,2023-04-03,2023-04-05,430.5,Low,Rain,Yes,Van,2,1,4,Weather Disruption,0.9610533729879933,"Adverse weather conditions, Warehouse processing delay, Long delivery distance"
1058,2023-09-21,2023-09-24,2023-09-26,4.47,High,Clear,No,Bike,2,1,9,Traffic Congestion,0.8453449214317837,High traffic conditions
1059,2023-02-04,2023-02-09,2023-02-09,255.86,Medium,Clear,No,Truck,0,0,2,On-Time,0.38323992441399635,No strong risk factors detected
1060,2023-07-25,2023-07-26,2023-07-26,209.29,Medium,Clear,No,Truck,0,0,7,On-Time,0.3901651968470626,No strong risk factors detected
1061,2023-03-22,2023-03-24,2023-03-26,111.83,Medium,Rain,No,Truck,2,1,3,Weather Disruption,0.763974773960301,Adverse weather conditions
1062,2023-02-19,2023-02-23,2023-02-24,60.81,Medium,Clear,No,Truck,1,1,2,Operational Issues,0.4125301054292467,No strong risk factors detected
1063,2023-12-26,2023-12-27,2023-12-27,169.47,Medium,Clear,No,Truck,0,0,12,On-Time,0.3961221384691908,No strong risk factors detected
1064,2023-01-02,2023-01-03,2023-01-03,471.51,Low,Clear,No,Truck,0,0,1,On-Time,0.30848662380275654,Long delivery distance
1065,2023-02-23,2023-02-26,2023-02-26,162.28,Medium,Clear,No,Truck,0,0,2,On-Time,0.3972010880320123,No strong risk factors detected
1066,2023-04-16,2023-04-21,2023-04-21,259.88,Low,Rain,No,Truck,0,0,4,On-Time,0.7079810139138736,Adverse weather conditions
1067,2023-09-17,2023-09-21,2023-09-22,351.81,Low,Rain,Yes,Van,1,1,9,Weather Disruption,0.9628587713183245,"Adverse weather conditions, Warehouse processing delay, Long delivery distance"
1068,2023-11-06,2023-11-08,2023-11-08,182.45,Medium,Clear,No,Truck,0,0,11,On-Time,0.39417689113268856,No strong risk factors detected
1069,2023-07-10,2023-07-14,2023-07-14,485.92,Low,Clear,No,Van,0,0,7,On-Time,0.35612905968405456,Long delivery distance
1070,2023-08-06,2023-08-08,2023-08-10,481.26,High,Clear,No,Truck,2,1,8,Traffic Congestion,0.7994785298343905,"High traffic conditions, Long delivery distance"
1071,2023-02-13,2023-02-18,2023-02-21,126.64,High,Clear,Yes,Van,3,1,2,Traffic Congestion,0.9825809995483843,"High traffic conditions, Warehouse processing delay"
1072,2023-06-11,2023-06-13,2023-06-14,249.13,High,Clear,No,Van,1,1,6,Traffic Congestion,0.8522837492049012,High traffic conditions
1073,2023-07-21,2023-07-24,2023-07-23,151.14,Low,Clear,No,Truck,-1,0,7,On-Time,0.35289887947176274,No strong risk factors detected
1074,2023-09-27,2023-09-30,2023-10-01,143.14,Low,Clear,Yes,Van,1,1,9,Warehouse Processing Delay,0.8612748665448127,Warehouse processing delay
1075,2023-12-17,2023-12-20,2023-12-24,19.41,High,Rain,Yes,Bike,4,1,12,Traffic Congestion,0.9957325921049427,"High traffic conditions, Adverse weather conditions, Warehouse processing delay"
1076,2023-10-31,2023-11-03,2023-11-05,305.17,Medium,Rain,Yes,Van,2,1,10,Weather Disruption,0.9701303978524526,"Adverse weather conditions, Warehouse processing delay, Long delivery distance"
1077,2023-09-28,2023-10-02,2023-10-03,251.84,High,Clear,No,Truck,1,1,9,Traffic Congestion,0.8215512054747229,High traffic conditions
1078,2023-08-03,2023-08-08,2023-08-09,26.69,High,Clear,No,Bike,1,1,8,Traffic Congestion,0.8435146262025535,High traffic conditions
1079,2023-09-09,2023-09-11,2023-09-13,140.04,High,Rain,No,Truck,2,1,9,Traffic Congestion,0.9591875014082589,"High traffic conditions, Adverse weather conditions"
1080,2023-07-09,2023-07-11,2023-07-11,454.22,Low,Clear,No,Truck,0,0,7,On-Time,0.31080413390323486,Long delivery distance
1081,2023-10-23,2023-10-26,2023-10-26,120.54,Low,Rain,No,Truck,0,0,10,On-Time,0.72571097063473,Adverse weather conditions
1082,2023-08-01,2023-08-04,2023-08-05,73.3,High,Rain,No,Van,1,1,8,Traffic Congestion,0.9684150779518844,"High traffic conditions, Adverse weather conditions"
1083,2023-07-27,2023-07-28,2023-07-29,245.24,Low,Clear,Yes,Truck,1,1,7,Warehouse Processing Delay,0.8231540725090883,Warehouse processing delay
1084,2023-08-25,2023-08-30,2023-08-30,492.84,Low,Clear,No,Truck,0,0,8,On-Time,0.30564084159256544,Long delivery distance
1085,2023-12-04,2023-12-08,2023-12-08,121.79,Medium,Rain,No,Van,0,0,12,On-Time,0.8009727672047174,Adverse weather conditions
1086,2023-02-22,2023-02-24,2023-02-26,336.4,High,Clear,No,Van,2,1,2,Traffic Congestion,0.8452609195866551,"High traffic conditions, Long delivery distance"
1087,2023-10-07,2023-10-08,2023-10-08,381.05,Medium,Clear,No,Van,0,0,10,On-Time,0.4181718082649152,Long delivery distance
1088,2023-08-05,2023-08-06,2023-08-09,119.58,Medium,Storm,No,Truck,3,1,8,Weather Disruption,0.9059052374785143,Adverse weather conditions
1089,2023-09-09,2023-09-11,2023-09-11,364.38,Low,Clear,No,Truck,0,0,9,On-Time,0.3229976225947244,Long delivery distance
1090,2023-07-07,2023-07-11,2023-07-11,184.52,Medium,Clear,No,Truck,0,0,7,On-Time,0.3938669787275437,No strong risk factors detected
1091,2023-02-10,2023-02-11,2023-02-12,316.52,High,Rain,No,Van,1,1,2,Traffic Congestion,0.9634018755114648,"High traffic conditions, Adverse weather conditions, Long delivery distance"
1092,2023-06-06,2023-06-07,2023-06-07,317.13,Low,Clear,No,Van,0,0,6,On-Time,0.38074955040114605,Long delivery distance
1093,2023-01-15,2023-01-20,2023-01-20,268.35,Medium,Clear,No,Van,0,0,1,On-Time,0.43545809205689673,No strong risk factors detected
1094,2023-10-28,2023-11-01,2023-11-05,46.05,High,Storm,Yes,Bike,4,1,10,Traffic Congestion,0.9985440849608459,"High traffic conditions, Adverse weather conditions, Warehouse processing delay"
1095,2023-03-06,2023-03-07,2023-03-08,417.82,Medium,Clear,No,Truck,1,1,3,Long Distance,0.3595372102386084,Long delivery distance
1096,2023-12-11,2023-12-15,2023-12-17,161.07,Medium,Storm,No,Truck,2,1,12,Weather Disruption,0.9036640988664172,Adverse weather conditions
1097,2023-11-23,2023-11-25,2023-11-29,94.07,Medium,Storm,Yes,Van,4,1,11,Weather Disruption,0.9910565651579967,"Adverse weather conditions, Warehouse processing delay"
1098,2023-01-09,2023-01-12,2023-01-12,21.35,Low,Clear,No,Truck,0,0,1,On-Time,0.37169823711969074,No strong risk factors detected
1099,2023-12-10,2023-12-11,2023-12-12,295.86,Low,Clear,Yes,Truck,1,1,12,Warehouse Processing Delay,0.8184860771371512,Warehouse processing delay
1100,2023-05-09,2023-05-14,2023-05-15,339.1,High,Clear,No,Truck,1,1,5,Traffic Congestion,0.8133881381608828,"High traffic conditions, Long delivery distance"
